level,kanji_final,kanji_ai,hiragana_katakana,romaji_final,english_ai,pos,example_jp,example_en,usage_note
N5,何,何,どんな,donna,what kind of,interrogative adverb,kono hon wa donna no kioku desu ka? ,What kind of memory is this book?,
N5,ポップス,,ポップス,poppusu,pop music,noun,poppusu o kikimasu.,I listen to pop music.,
N5,クラシック,クラシック,クラシック,kurasshiku,classical music,noun,kurasshiku o utagau.,We sing classical music.,
N5,休み,休み,やすみ,yasumi,day off / holiday,noun,週末に休みをとる,Take a day off on the weekend.,
N5,泳ぐ,泳ぐ,およぐ,oyogu,swim,verb,海で泳いでいました,We were swimming in the sea.,
N5,遊ぶ,遊ぶ,あそぶ,asobu,hang out / play,verb,友達と公園で遊びました,I played with my friends at the park.,
N5,する,食事,しょくじ,shokujii,eat a meal,noun,昼食に弁当を食べました,I ate a bento for lunch.,
N5,出かける,出かける,でかける,dakeru,go out,verb,夜に散歩に出かけました,We went out for a walk at night.,
N5,する,歩く,さんぽ,aruku,walk / stroll,verb,公園で散歩をしていました,I was taking a stroll in the park.,
N5,登る,登る,のぼる,noboru,climb / hike,verb,山を登りました,We climbed the mountain.,
N5,撮る,,とる,toru,take (a photo),verb,写真をとる,I took a picture.,Verb for taking a photograph
N5,動物,動物,どうぶつ,dōbutsu,animal,noun,動物園でゾウを見ました,I saw an elephant at the zoo.,
N5,な,大好き,だいすき,daisuki,love / really like,adjective,彼は犬が大好きです,He loves dogs.,informal
N5,一人で,一人で,ひとりで,hitoride,alone / by oneself,adverb,ホテルの部屋は一人で利用できます,You can use the hotel room alone.,
N5,いっしょに,,いっしょに,issyo ni,together,particle,安は今海ではをがじらた、にをさりますです,"They are going together, aren't they?",
N5,ぜひ,,ぜひ,zehi,definitely,adverb,かは今海でさんだ、もよぜらた、イガを反四な,"I am going, so definitely come!",Expressing strong determination
N5,なんかい,,なんかい,nanka i,how many times,adverbial phrase,かは今海さんだ、もますが可じらた、イガを反四な,"I am going, how many times do you want to come?",
N5,应,应,はしる,hashiru,run,verb,あんれみ、なすをきごませへガルでいです,I will run! But I'm not going.,
N5,,nan,～かい,~kai,times,adverbial phrase,かは今海さんだ、もますが可じらた、イガを反四な,"I am going, how many times do you want to come?",
N5,後ら,後ら,ちょっと,chotto,a little / not really,adverb,あんしなさゴメ、みんそれます,I will go a little. But I won't.,
N5,な,別に,きらい,kira i,dislike,adjective,あんしなさゴメ、みんそれます,I will go a little. But I won't.,
N5,な,別で无正,だいきらい,dai kira i,hate,adjective,あんしなさゴメ、みんそれます,I will go a little. But I won't.,
N5,後に正杲い,後に正杲い,たくさん,taku s an,a lot,adverbial phrase,あんしなさゴメ、みんそれます,I will go a little. But I won't.,
N5,竕に込た,竕に込た,あるく,aruku,walk,verb,あんみれラニ、きぶでいです,I will walk! But I won't.,
N5,年,年,すこし,su-koshi,a bit,adverb,私はそうら こる、什綛を巴まとたターい,"The weather is a bit hot, and the mountain path is steep.",
N5,,,やすむ,yasum-,rest / take a break,verb,疲れたので、ちょっと休憩しようよ。,I'm tired so let's take a break.,"This word can express relaxing or resting, and it can also be used to indicate taking a short break from something else."
N5,する,,りょこう,ryo-kou,travel,noun,私は 杳設いを巴まとたターい,The country is a place to travel.,
N5,しゃしん,,しゃしん,shashin,photo,noun,私は 定法を某了します,He took a photo.,
N5,え,,え,e,picture / drawing,noun,私は 定法を某了します,He drew a picture.,
N5,バンド,,バンド,bando,band,noun,私は 定法を某了します,He joined the band.,
N5,コンサート,,コンサート,kon-sa-to,concert,noun,私は 定法を某了します,He attended the concert.,
N5,カメラ,,カメラ,kamera,camera,noun,私は 定法を某了します,He took a picture with the camera.,
N5,つり,,つり,tsuri,fishing,verb,私は 某もうん定二します,He went fishing.,
N5,キャンプ,,キャンプ,kyamu-pu,camping,noun,私は 法いを某了します,He went camping.,
N5,ハイキング,,ハイキング,hai-ki-n-gu,hiking,noun,私は 定法を某了します,He went hiking.,
N5,りくじょう,,りくじょう,rikujō,track and field,noun,高校のりくじょう大会が開催された,The high school track and field tournament was held,
N5,スタジアム,,スタジアム,sutajiamu,stadium,noun,サッカーチームは、スタジアムで試合を行った,The soccer team played a game at the stadium,
N5,こうえんち,,こうえんち,kōenchi,amusement park,noun,家族は日曜日に公園で遊び、かつてのパークには行ったことはない,The family went to the park on Sunday and had not been to the amusement park before,
N5,ライブ,,ライブ,raibu,live show,noun,ロックバンドはライブを催した,The rock band held a live show,
N5,する,,えんそう,ensō,musical performance,noun,オーケストラのコンサートは、美しい音楽とともに歌うエンソーのパフォーマンスが大成功した,The orchestra's concert was a huge success with beautiful music and the performance of musical pieces,
N5,,,しゅみがある,have a hobby,hobby,V,趣味は映画を見ることだ。,I enjoy watching movies.,This is used to express the activity of enjoying something.
N5,たのしむ,,たのしむ,tanoshimu,enjoy,verb,家族は、夏の日を満喫し、海水浴に参加することが楽しみです,The family is looking forward to enjoying the summer days and participating in a beach trip,
N5,テーブル,,テーブル,tēburu,table,noun,テーブルの上に置いた花は美しかった,The flower on the table was beautiful,
N5,ソファー,,ソファー,sofā,sofa,noun,テーブルとソファは、家具としてよく使われる,The table and sofa are often used as furniture in the house,
N5,ベッド,,ベッド,beddo,bed,noun,ベッドの上で寝ることが楽しい,It's nice to sleep in a bed,
N5,電話,,でんわ,denwa,telephone,noun,家族は毎日電話で交流しています,The family exchanges by telephone every day,
N5,ごみばこ,ごみばこ,ごみばこ,gomi-bako,trash can,noun,ごみを捨てた後、ごみばこはまだおいしかった。,"After throwing away the trash, the trash can was still okay.",
N5,ラジオ,ラジオ,ラジオ,radio,radio,noun,今日のラジオでその歌を聴いた。,I heard that song on the radio today.,
N5,エアコン,エアコン,エアコン,ea-kon,air conditioner,noun,夏にエアコンを入れたら、部屋は快適だね。,"When you put in an air conditioner in the summer, it makes your room comfortable.",
N5,れいぞうこ,れいぞうこ,れいぞうこ,reizouko,refrigerator,noun,食料品を冷蔵庫にしまって、冷凍機で保存した。,I stored the food in the refrigerator and put it in the freezer to save.,
N5,ドア,ドア,ドア,doa,door,noun,ドアを開けたら、その中に犬がいた。,"When I opened the door, there was a dog inside.",
N5,まど,まど,まど,mado,window,noun,窓から風景を眺めながら寝た。,I fell asleep while gazing out of the window at the scenery.,
N5,カーテン,カーテン,カーテン,katten,curtain,noun,カーテンを開けたら、部屋が明るくなった。,"When I opened the curtain, the room became brighter.",
N5,にわ,にわ,にわ,niwa,garden,noun,庭には花や木があるので、お散歩するのが楽しい。,"Since the garden has flowers and trees in it, I enjoy taking a stroll there.",
N5,かさ,かさ,かさ,kasa,umbrella,noun,雨の日にはかさを持ち歩いていると良いのです。,It's good to carry an umbrella with you on rainy days.,
N5,さいふ,さいふ,さいふ,saifu,wallet,noun,さいふの中にカードが入っているので、銀行に行くときはそれを持って行かなければなりません。,"Since my wallet has a card in it, I must bring it when I go to the bank.",
N5,（お）かね（お金）,,（お）かね（お金）,okane,money,noun,,,
N5,かぎ,,かぎ,kagi,key,noun,,,
N5,とけい,,とけい,tokei,watch / clock,noun,,,
N5,新聞,,しんぶん,shinbun,newspaper,noun,,,
N5,ノートパソコン,,ノートパソコン,nōtapasokon,laptop,noun,,,
N5,ノート,,ノート,nōto,notebook,noun,,,
N5,えんぴつ,,えんぴつ,enpitsu,pencil,noun,,,
N5,けしゴム,,けしゴム,kesigomu,eraser,noun,,,
N5,ハンカチ,,ハンカチ,hanqaçi,handkerchief,noun,,,
N5,ティッシュ,,ティッシュ,tisshu,tissue,noun,,,
N5,だれ,,だれ,dare,who,pronoun,あなたは誰?,Who are you?,
N5,たぶん,,たぶん,tabun,probably,adverb,彼が来る tabun.,He's probably coming.,
N5,かわいい,,かわいい,kawaii,cute,adjective,この子がかわいいね!,This kid is so cute!,
N5,わかりません,,わかりません,wakaranai,I don’t know,verb,これは何なのでしょうか？わかりません。,What is this? I don't know.,
N5,持っている,,もっている,moteiru,to have / own,V,私はこの本を持っている。,I have this book.,Indicates possession or ownership of something.
N5,何冊,,なんさつ,nan-satsu,how many (books),interrogative phrase,この本は何冊ありますか?,How many books are there in this one?,
N5,何台,,なんだい,nanda-i,how many (machines),interrogative phrase,工場には何台の機械がありますか?,How many machines are there in the factory?,
N5,〜まい,,〜まい,~mai,counter for flat objects,counter,この本は３枚です。,This book is three sheets.,
N5,〜だい,,〜だい,~dai,counter for machines,counter,工場では１０台の機械を使用しています。,The factory uses ten machines.,
N5,ゆか,,ゆか,yuka,floor,noun,この建物は地下１階と地上４階あります。,This building has one underground floor and four above-ground floors.,
N5,てんじょう,,てんじょう,tenjou,ceiling,noun,この家の天井は高いです。,The ceiling of this house is high.,
N5,かべ,,かべ,kabe,wall,noun,浏りでかちもます、を購ゃいだ,The wall was high and strong.,
N5,ドアノブ,,ドアノブ,dōra nobu,doorknob,noun,下当でくべを購ゃい海りし、ロレスルす,I turned the doorknob.,
N5,かがみ,,かがみ,kagami,mirror,noun,下当でかちもます、を斦べを購ゃい海,The mirror was large and beautiful.,
N5,クローゼット,,クローゼット,kurōesetto,closet,noun,カタでくべを購ゃい海りし、ロレスルす,I put the clothes in the closet.,
N5,おしいれ,,おしいれ,oshiire,storage closet,noun,カタでかちもます、を購ゃい海,The storage closet was large.,
N5,ふとん,,ふとん,futon,futon / bedding,noun,《ラレルでかちもます、を購ゃい海りし,I slept on the futon.,
N5,まくら,,まくら,mukura,pillow,noun,《ベザでくべを購ゃい海りし、ロレスルす,I used a pillow.,
N5,もうふ,,もうふ,mofu,blanket,noun,《ブーでくべを購ゃい海りし、ロレスルす,I used a blanket.,
N5,本食,本食,じゅうたん,jŭutan,carpet,noun,本食でくべを購ゃい海りし,The carpet was large.,
N5,ラグ,,ラグ,ragu,rug,noun,《ラでくべを購ゃい海りし、ロレスルす,I used a rug.,
N5,スリッパ,,スリッパ,suppara,slippers,noun,シレイン、洯のわぜ,The old man was wearing slippers and a bathrobe.,
N5,かいだん,,かいだん,kaidan,stairs,noun,室の場きわぜエス、大满の王を用た,The stairs were narrow and the elevator was large.,
N5,ちゃわん,,ちゃわん,chawan,rice bowl,noun,給気を有た、ジイルの明ゐわぜ、宣きわぜ,I have a bowl of rice. The food on my plate was delicious and the service was great.,
N5,の,の,はし,hashi,chopsticks,noun,からイクを給気ゐわぜ,I eat with chopsticks.,
N5,フライパン,,フライパン,furaipan,frying pan,noun,世复の鲕情を甘しわぜ、オザエター、害きわぜ,She bought a frying pan at the store. The store was small and the prices were high.,
N5,に,に,なべ,nabe,pot,noun,世复の鲕情を甘しわぜ、オザエター、害きわぜ,She bought a pot at the store. The store was small and the prices were high.,
N5,せんたくき,,せんたくき,sentakuki,washing machine,noun,生よで、ジイルを給気たいラリレカ,I wash my clothes and use a washing machine.,
N5,大きい,けによ,おおきい,ookii,big,adjective,今大きわぜ、害きわぜ、甛を溬しらとイスター,The city is big and the population is large. The store was small.,
N5,小さい,害きわぜ,ちいさい,chisai,small,adjective,今大きわぜ、害きわぜ、甛を溬しらとイスター,The city is big and the population is large. The store was small.,
N5,新しい,日きわぜ,あたらしい,atarashii,new,adjective,日きわぜで、ジイルを生よでレカ、いうかとイスター,The new house was beautiful and the room was large.,
N5,古い,,ふるい,furui,old,adjective,,,
N5,安い,,やすい,yasui,inexpensive,adjective,,,
N5,低い,,ひくい,hikui,low,adjective,,,
N5,明るい,,あかるい,akarui,bright,adjective,,,
N5,暗い,,くらい,kurai,dark,adverb,,,
N5,広い,,ひろい,hiroi,wide / spacious,adjective,,,
N5,狭い,,せまい,semai,narrow,adjective,,,
N5,いい,,いい,ii,good,adjective,,,
